,param1,param2,param3,threshold,weights,model_setting,model,MDD,avg D,std_minus,std,win_rate,profit,hhi,gini,topk,rtp,no_action_perc,profit_per_action,crystal_profit,noncrystal_profit,crystal_std_minus,noncrystal_std_minus,Sortino_ratio
3994,0.6500000000000001,1.25,0.7,5_95_IPR,kernel,_weather_scenarios_None_True_dual_coeff,MULTI_prediction,813.3214206910543,57.139592274423094,7.3880662323442845,11.8793897756723,0.6021062271062271,33343.81160679102,0.002274922186970428,0.5065301133047838,0.5195404014303155,0.10782735608877317,0.0,1.908414125846556,309233.32275104104,-309233.32275104104,0.0,27.063167108527637,4513.198793591595
4102,0.7000000000000001,0.25,0.9,5_95_IPR,kernel,_weather_scenarios_None_True_dual_coeff,MULTI_prediction,884.1081085246515,56.45468860272942,7.27478073214965,11.426446442333809,0.6188759157509157,32827.10286133385,0.002174132203946116,0.49710558984565034,0.50279970690342,0.10615642120743385,0.0,1.8788405941697488,309233.32275104104,-309233.32275104104,0.0,27.063167108527637,4512.452549430126
4438,0.8,3.0,0.9,5_95_IPR,kernel,_weather_scenarios_None_True_dual_coeff,MULTI_prediction,659.2643785080345,54.47718614773976,7.1246113909334445,11.304655417384435,0.5856227106227107,32133.236591125074,0.002219695690488575,0.5120332173972172,0.5264093329714963,0.10391259358874155,0.0,1.8391275521477264,309233.32275104104,-309233.32275104104,0.0,27.063167108527637,4510.17393482216
4564,0.8500000000000001,3.0,0.9,5_95_IPR,kernel,_weather_scenarios_None_True_dual_coeff,MULTI_prediction,704.6240564184627,54.90857528755458,6.967667761073122,11.108849481957302,0.5717147435897436,31423.362494958878,0.0022408464458408507,0.5202116804044989,0.5406759054528824,0.1016169997961615,0.0,1.7984983112957234,309233.32275104104,-309233.32275104104,0.0,27.063167108527637,4509.8824416563775
4213,0.7000000000000001,3.75,5.0,5_95_IPR,kernel,_weather_scenarios_None_True_dual_coeff,MULTI_prediction,784.3048726453144,55.32260029939663,7.384592792275951,11.552009054618091,0.6118360805860806,33292.91403927433,0.0021607902640362643,0.4900928616686361,0.49426482669212446,0.10766276332411284,0.0,1.905501032467624,309233.32275104104,-309233.32275104104,0.0,27.063167108527637,4508.429235813471
4501,0.8500000000000001,1.25,0.9,5_95_IPR,kernel,_weather_scenarios_None_True_dual_coeff,MULTI_prediction,820.8285037013375,58.22488822300868,6.805618835752785,11.109871599987759,0.5689674908424909,30680.507063201643,0.0023482900612639547,0.5380837274562258,0.5655892497297844,0.09921475082393383,0.0,1.7559814024268339,309233.32275104104,-309233.32275104104,0.0,27.063167108527637,4508.1142220343
4459,0.8,3.75,0.9,5_95_IPR,kernel,_weather_scenarios_None_True_dual_coeff,MULTI_prediction,681.7078787307055,56.849038569846954,7.124909241841495,11.226336540921146,0.5905448717948718,32117.13196153543,0.0021919755897758146,0.5041532949826341,0.5152372272754494,0.10386051437086694,0.0,1.8382058128168173,309233.32275104104,-309233.32275104104,0.0,27.063167108527637,4507.725063068238
4465,0.8,3.75,5.0,5_95_IPR,kernel,_weather_scenarios_None_True_dual_coeff,MULTI_prediction,763.9529195948071,57.19968176366903,7.103801360874331,11.180783826782774,0.5912889194139194,32019.792222256478,0.0021875802290430364,0.5008647713625157,0.5122262637229363,0.10354573671879184,0.0,1.8326346281053387,309233.32275104104,-309233.32275104104,0.0,27.063167108527637,4507.416606355601
3943,0.6000000000000001,3.75,0.0,5_95_IPR,kernel,_weather_scenarios_None_True_dual_coeff,MULTI_prediction,783.8802903189317,59.853452361353234,7.556383935779337,11.956780679668837,0.6102335164835165,34054.993453163646,0.002211055124849464,0.4902699646773972,0.5005652552446771,0.11012717888938765,0.0,1.9491182150391282,309233.32275104104,-309233.32275104104,0.0,27.063167108527637,4506.784427921123
4096,0.7000000000000001,0.25,0.35,5_95_IPR,kernel,_weather_scenarios_None_True_dual_coeff,MULTI_prediction,884.1081085246515,56.542148362634286,7.285938403934766,11.432832760892259,0.6191048534798534,32835.44638356847,0.0021754222842551418,0.4967988475132945,0.502591330406972,0.10618340252419621,0.0,1.8793181309276827,309233.32275104104,-309233.32275104104,0.0,27.063167108527637,4506.687342544059
